x,y,z,intensity
-3.60484,2.57131,0.232058,46
-3.61669,2.58071,0.388715,72
-3.59447,2.56675,0.542319,49
-3.60813,2.5784,0.702391,53
-3.58554,2.56321,0.856732,60
-3.61469,2.585,-0.232895,57
-3.58033,2.56137,1.01633,52
-3.60194,2.57778,-0.0773142,55
-3.57669,2.56066,1.17866,58
-3.59626,2.58227,0.0772793,65
-3.59747,2.58504,0.232162,43
-3.58294,2.5765,0.3861,60
-3.58871,2.5816,0.542806,48
-3.5943,2.58752,0.701452,45
-3.59364,2.58896,0.86093,63
-3.59709,2.5924,-0.232372,45
-3.5725,2.57562,1.01678,46
-3.58643,2.58566,-0.0771745,58
-3.57713,2.57991,1.18177,64
